,ticker,year,Выручка,Операционная прибыль,EBITDA,Чистая прибыль,Опер.денежный поток,CAPEX,FCF,"Див доход, ао",Дивиденды/прибыль,Опер. расходы,Себестоимость,Амортизация,Расх на персонал,Процентные расходы,Активы,Чистые активы,Долг,Чистый долг,Цена акции ао,Число акций ао,Капитализация,EV,Баланс стоимость,EPS,FCF/акцию,BV/акцию,Рентаб EBITDA,Чистая рентаб,Доходность FCF,ROE,ROA,P/E,P/FCF,P/S,P/BV,EV/EBITDA,Долг/EBITDA,R&D/CAPEX,CAPEX/Выручка,total_price,total_price_target,revenue,total_price_momentum,momentum
306,POLY,2022,197.0,-11.5,69.7,30.2,14.1,54.4,-30.5,0.0,0.0,87.6,116.0,22.0,37.0,6.4,427.7,157.7,168.3,123.8,369.9,473.6,175.2,299.0,157.7,63.7,-64.4,333.0,35.4,15.3,-17.4,19.1,7.1,5.81,-5.74,0.89,1.11,4.29,1.78,0.0,28.0,369.9,510.1,0.32137408609047263,1344.8,-1.2907678832559977
307,PLZL,2022,288.5,137.2,182.9,111.9,130.2,90.7,24.3,0.0,0.0,32.8,124.0,29.8,47.2,14.4,699.2,373.0,247.7,155.1,7676.0,133.6,1025.0,1180.0,359.6,837.4,181.9,2692.0,63.4,38.8,2.4,30.0,16.0,9.17,42.2,3.55,2.85,6.45,0.85,0.0,31.0,7676.0,10609.0,0.32360411933168104,13030.0,-0.5291558129913003
308,PLZL,2023,469.6,275.5,336.4,151.4,253.9,102.7,99.4,0.0,0.0,38.1,147.9,41.4,51.9,28.0,832.8,-56.8,776.1,622.7,10609.0,133.6,1417.0,2040.0,-67.8,1134.0,744.2,-507.6,71.6,32.2,7.0,-266.5,18.2,9.36,14.3,3.02,-20.9,6.06,1.85,0.0,22.0,10609.0,2092.23,-1.6234722146790836,7676.0,0.32360411933168104
309,PLZL,2024,694.8,451.0,538.7,306.0,323.7,137.8,116.0,10.7,90.0,40.9,167.2,58.5,50.4,64.9,1152.0,126.9,879.8,624.7,1890.0,1361.0,2572.0,3197.0,118.0,224.9,85.3,86.8,77.5,44.0,4.5,241.1,26.6,8.41,22.2,3.7,21.8,5.93,1.16,0.0,20.0,2092.23,2402.0,0.13807124085974104,10609.0,-1.6234722146790836
314,RASP,2022,194.2,75.2,88.8,58.9,65.4,15.3,50.9,0.0,0.0,47.1,72.4,13.3,23.6,1.5,219.0,166.5,0.0,-27.1,227.2,665.7,151.2,124.1,166.5,88.4,76.4,250.1,45.7,30.3,33.6,35.3,26.9,2.57,2.97,0.78,0.91,1.4,-0.31,0.0,8.0,227.2,432.9,0.6446760676009387,520.4537,-0.8288702443216058
315,RASP,2023,185.8,44.2,60.7,34.6,24.3,18.4,5.4,0.0,0.0,60.1,84.4,16.5,29.3,0.8,260.3,202.5,0.0,-29.8,432.9,665.7,288.2,258.4,202.5,52.0,8.11,304.2,32.7,18.6,1.9,17.1,13.3,8.32,53.4,1.55,1.42,4.26,-0.49,0.0,10.0,432.9,260.5,-0.5079038932545131,227.2,0.6446760676009387
316,RASP,2024,160.6,-9.9,8.06,-11.8,-0.992,26.9,-22.4,0.0,0.0,61.2,89.3,18.0,33.2,0.0,251.2,190.2,0.0,-8.88,260.5,665.7,173.4,164.5,190.2,-17.7,-33.6,285.7,5.0,-7.3,-12.9,-6.2,-4.7,-14.7,-7.76,1.08,0.91,20.4,-1.1,0.0,17.0,260.5,164.7,-0.4584772240098271,432.9,-0.5079038932545131
326,ROST,2021,6.21,1.06,2.37,0.094,0.516,0.254,-0.337,0.0,0.0,0.933,4.81,,1.79,1.09,9.06,-3.0,4.91,4.58,69.0,16.3,1.13,5.71,-3.56,5.76,-20.7,-218.3,38.2,1.5,-30.0,-3.1,1.0,12.0,-3.34,0.18,-0.32,2.41,1.93,0.0,4.0,69.0,58.2,-0.17022114985986722,64.0,0.07522342123758753
327,ROST,2022,6.28,1.47,2.73,0.327,1.1,0.139,0.118,0.0,0.0,0.867,4.65,1.3,1.84,0.99,6.72,-2.69,4.74,4.59,58.2,16.3,0.95,5.53,-3.19,20.1,7.24,-195.6,43.5,5.2,12.4,-12.2,4.9,2.9,8.04,0.15,-0.3,2.03,1.68,0.0,2.0,58.2,145.4,0.9156032103620269,69.0,-0.17022114985986722
328,ROST,2023,7.17,1.09,2.28,0.112,1.07,0.21,-0.2,0.0,0.0,0.71,5.36,1.2,1.95,0.85,7.51,-2.53,4.68,4.27,145.4,16.3,2.37,6.64,-3.01,6.87,-12.3,-184.8,31.8,1.6,-8.4,-4.4,1.5,21.2,-11.9,0.33,-0.79,2.91,1.87,0.0,3.0,145.4,122.6,-0.17056154159730805,58.2,0.9156032103620269
330,ROSN,2023,9163.0,2182.0,3005.0,1267.0,2765.0,1297.0,1427.0,10.9,50.0,675.0,,769.0,,,18787.0,8414.0,2700.0,2700.0,550.5,10598.0,5834.0,8534.0,8414.0,119.6,134.6,793.9,32.8,13.8,24.5,15.1,6.7,4.6,4.09,0.64,0.69,2.84,0.9,0.0,14.0,610.5045,656.4704,0.07259194060972884,401.999,0.4178360634772266
331,ROSN,2024,10139.0,2129.0,3029.0,1084.0,2465.0,1442.0,1295.0,8.4,50.0,895.0,,848.0,,,20682.0,9157.0,3635.0,3635.0,605.6,10598.0,6418.0,10053.0,9157.0,102.3,122.2,864.0,29.9,10.7,20.2,11.8,5.2,5.92,4.96,0.63,0.7,3.32,1.2,0.0,14.0,656.4704,408.7,-0.47389621457046194,610.5045,0.07259194060972884
332,FEES,2022,1182.0,182.0,384.2,132.8,322.2,362.8,-31.7,0.0,0.0,993.4,,150.4,247.6,27.5,2924.0,1198.0,649.3,453.9,0.087,2113460.0,183.7,637.6,1174.0,0.06,-0.01,0.56,32.5,11.2,-17.2,11.1,4.5,1.38,-5.8,0.16,0.16,1.66,1.18,0.0,31.0,0.087,0.11,0.2345722471378325,0.162,-0.6216882165778005
333,FEES,2023,1379.0,222.3,528.2,126.0,472.6,468.7,18.7,0.0,0.0,1111.0,,161.9,281.3,31.8,3291.0,1564.0,646.6,449.6,0.11,2113460.0,231.8,681.4,1535.0,0.06,0.01,0.73,38.3,9.1,8.1,8.1,3.8,1.84,12.4,0.17,0.15,1.29,0.85,0.0,34.0,0.11,0.078,-0.3437715391028245,0.087,0.2345722471378325
334,FEES,2024,1506.0,-93.1,519.4,-149.5,462.1,553.7,-49.1,0.0,0.0,1250.0,,178.6,324.5,55.1,3446.0,1416.0,741.8,508.5,0.078,2113460.0,163.8,672.3,1385.0,-0.07,-0.02,0.66,34.5,-9.9,-30.0,-10.6,-4.3,-1.1,-3.34,0.11,0.12,1.29,0.98,0.0,37.0,0.078,0.071,-0.09402894964827645,0.11,-0.3437715391028245
335,MRKV,2022,66.8,0.55,6.8,-0.47,6.91,8.4,-1.7,0.0,0.0,66.4,,6.1,15.4,1.2,67.6,39.1,10.2,9.61,0.026,188308.0,4.93,14.5,38.8,0.0,-0.01,0.21,10.2,-0.7,-34.5,-1.2,-0.7,-10.5,-2.9,0.07,0.13,2.14,1.41,0.0,13.0,0.026,0.061215,0.8562957195043966,0.05035,-0.6609020811430893
336,MRKV,2023,77.0,4.53,10.8,2.97,13.7,8.6,4.9,11.3,39.0,73.2,,6.2,18.4,0.9,71.7,42.1,7.73,4.88,0.055,188308.0,10.4,15.2,41.7,0.02,0.03,0.22,14.0,3.9,47.3,7.0,4.1,3.49,2.11,0.13,0.25,1.41,0.45,0.0,11.0,0.061215,0.07136,0.15334523074587533,0.026,0.8562957195043966
337,MRKV,2024,83.4,6.96,13.7,3.63,13.0,11.4,1.8,11.5,38.0,77.4,,6.4,20.6,1.18,80.9,44.9,8.87,4.06,0.064,188308.0,12.1,16.2,44.4,0.02,0.01,0.24,16.5,4.4,14.9,8.1,4.5,3.34,6.73,0.15,0.27,1.18,0.3,0.0,14.0,0.07136,0.154,0.769215114141875,0.061215,0.15334523074587533
338,KUBE,2021,58.0,4.87,8.93,1.86,10.1,6.01,2.81,4.2,50.0,53.4,,5.7,8.1,2.1,76.9,35.5,25.9,23.9,66.5,342.3,22.8,46.7,35.2,5.43,8.21,102.8,15.4,3.2,12.3,5.2,2.4,12.2,8.1,0.39,0.65,5.23,2.68,0.0,10.0,69.293,64.5795,-0.07044686802791486,68.9,0.005687712973370847
339,KUBE,2022,64.2,9.9,16.2,5.7,15.0,11.0,2.78,14.3,49.0,55.4,,6.2,9.11,2.75,87.3,40.3,24.9,20.7,56.5,363.3,20.5,41.2,40.1,15.7,7.65,110.5,25.2,8.9,13.5,14.1,6.5,3.6,7.38,0.32,0.51,2.54,1.28,0.0,17.0,64.5795,316.78880000000004,1.5903382828148975,69.293,-0.07044686802791486
340,LSNG,2022,95.2,24.5,46.7,19.9,45.0,29.0,15.5,5.9,31.0,69.5,,19.1,12.3,2.27,255.1,165.8,29.5,14.5,8.5,8524.0,83.5,98.1,165.2,2.33,1.82,19.4,49.1,20.9,21.4,12.0,7.8,4.21,5.39,0.88,0.51,2.1,0.31,0.0,30.0,9.0015,19.2324,0.7592051266898527,8.69028,0.03518607041370958
341,LSNG,2023,108.8,22.1,61.3,19.9,49.5,37.2,13.8,2.3,29.0,72.9,,20.3,13.9,2.21,267.9,183.5,26.7,3.17,18.8,8524.0,178.1,181.3,182.9,2.33,1.62,21.5,56.3,18.3,8.6,10.8,7.4,8.96,12.9,1.64,0.97,2.96,0.05,0.0,34.0,19.2324,14.124699999999999,-0.30867131893649086,9.0015,0.7592051266898527
342,LSNG,2024,122.7,22.2,66.7,21.2,60.4,43.4,21.8,3.1,29.0,84.0,,19.6,16.8,2.73,299.2,199.2,28.2,-9.66,13.7,8524.0,136.3,126.6,197.9,2.48,2.56,23.2,54.3,17.2,18.7,10.6,7.1,6.44,6.26,1.11,0.69,1.9,-0.14,0.0,35.0,14.124699999999999,15.2,0.07337038998332862,19.2324,-0.30867131893649086
343,MSRS,2022,199.7,19.3,65.9,13.5,67.4,41.2,27.2,9.6,35.0,165.0,,23.9,25.9,5.39,388.5,190.3,67.7,52.3,1.01,48707.0,49.3,101.6,184.4,0.28,0.56,3.79,33.0,6.7,55.2,7.1,3.5,3.66,1.81,0.25,0.27,1.54,0.79,0.0,21.0,1.1069600000000002,1.4122400000000002,0.24355957691989857,1.33548,-0.18767325841220492
344,MSRS,2023,229.3,35.1,74.5,26.3,64.2,60.8,3.9,11.2,26.0,193.0,,23.8,31.1,4.21,418.6,216.3,58.1,52.8,1.27,48707.0,62.1,114.9,209.5,0.54,0.08,4.3,32.5,11.5,6.3,12.2,6.3,2.36,15.9,0.27,0.3,1.54,0.71,0.0,27.0,1.4122400000000002,1.30964,-0.07542480601309248,1.1069600000000002,0.24355957691989857
345,MSRS,2024,249.0,26.0,75.1,13.6,83.7,79.5,5.52,12.9,54.0,215.8,,27.2,40.5,5.08,500.4,223.2,72.5,54.8,1.16,48707.0,56.7,111.4,217.0,0.28,0.11,4.45,30.2,5.5,9.7,6.1,2.7,4.18,10.3,0.23,0.26,1.48,0.73,0.0,32.0,1.30964,1.45,0.1018112661466848,1.4122400000000002,-0.07542480601309248
346,MRKK,2021,34.6,-19.7,-14.0,-27.9,0.141,3.43,-3.41,0.0,0.0,42.2,,1.5,10.0,0.233,17.8,-46.7,9.15,6.5,27.3,1185.0,32.3,38.8,-46.8,-23.5,-2.88,-39.5,-40.5,-80.6,-10.5,59.8,-156.8,-1.16,-9.48,0.94,-0.69,-2.77,-0.46,0.0,10.0,27.3,11.8,-0.838787170719295,28.8,-0.053488684950986236
347,MRKK,2022,41.3,2.65,4.66,0.68,-18.5,3.28,-22.2,0.0,0.0,51.1,,1.2,11.1,0.67,23.0,-24.9,13.4,6.13,11.8,1828.0,21.6,27.7,-25.2,0.37,-12.2,-13.8,11.3,1.6,-102.9,-2.7,3.0,31.8,-0.97,0.52,-0.86,5.95,1.32,0.0,8.0,11.8,24.3,0.7223768188748836,27.3,-0.838787170719295
348,MRKK,2023,48.5,-11.6,-4.46,-11.1,-20.0,3.82,-23.6,0.0,0.0,55.7,,1.4,12.8,3.0,27.2,-0.26,3.53,-3.56,24.3,4067.0,98.9,95.3,-0.57,-2.72,-5.8,-0.14,-9.2,-22.8,-23.8,4257.7,-40.7,-8.93,-4.2,2.04,-173.5,-21.4,0.8,0.0,8.0,24.3,16.1,-0.41165707835608534,11.8,0.7223768188748836
349,MRKZ,2022,48.3,1.52,9.0,-0.26,6.33,5.74,0.7,0.0,0.0,45.1,,5.0,14.9,2.21,54.9,17.4,18.5,13.2,0.026,95786.0,2.48,15.7,16.9,0.0,0.01,0.18,18.6,-0.5,28.3,-1.5,-0.5,-9.52,3.54,0.05,0.15,1.74,1.47,0.0,12.0,0.026,0.09,1.241713132308783,0.052,-0.6931471805599453
350,MRKZ,2023,53.7,0.41,9.26,-0.55,11.0,7.6,3.29,0.0,0.0,51.8,,4.9,17.0,1.82,55.7,17.0,15.0,11.3,0.09,95786.0,8.61,19.9,15.9,-0.01,0.03,0.17,17.2,-1.0,38.2,-3.2,-1.0,-15.7,2.62,0.16,0.54,2.15,1.22,0.0,14.0,0.09,0.055,-0.49247648509779407,0.026,1.241713132308783
351,MRKZ,2024,62.7,3.12,10.2,0.467,14.9,7.5,8.68,0.0,0.0,61.0,,5.0,19.2,2.69,71.2,18.8,15.4,5.26,0.055,95786.0,5.27,10.5,17.7,0.0,0.09,0.18,16.3,0.7,164.6,2.5,0.7,11.3,0.61,0.08,0.3,1.03,0.52,0.0,12.0,0.055,0.098,0.5776342934381011,0.09,-0.49247648509779407
352,MRKS,2022,64.8,3.81,8.59,-0.19,7.81,6.37,1.42,0.0,0.0,63.3,,4.8,18.2,4.7,82.1,17.8,42.1,39.2,0.247,94815.0,23.4,62.6,17.1,0.0,0.01,0.18,13.3,-0.3,6.1,-1.1,-0.2,-123.3,16.5,0.36,1.37,7.29,4.57,0.0,10.0,0.247,0.695,1.0345235089368148,0.35,-0.34854481785548214
353,MRKS,2023,69.3,-0.15,7.76,-2.95,8.12,11.2,-3.18,0.0,0.0,68.4,,6.6,21.0,4.27,84.6,14.9,44.6,42.8,0.695,94815.0,65.8,108.6,14.4,-0.03,-0.03,0.15,11.2,-4.3,-4.8,-19.8,-3.5,-22.3,-20.7,0.95,4.58,14.0,5.51,0.0,16.0,0.695,0.568,-0.2017904268436408,0.247,1.0345235089368148
354,MRKS,2024,77.6,5.96,12.8,-0.98,5.42,11.1,-5.58,0.0,0.0,75.5,,6.0,23.2,6.9,94.3,14.0,50.3,48.2,0.568,94815.0,53.9,102.1,13.3,-0.01,-0.06,0.14,16.5,-1.3,-10.4,-7.0,-1.0,-55.0,-9.65,0.69,4.05,7.96,3.76,0.0,14.0,0.568,0.527,-0.07492087017978886,0.695,-0.2017904268436408
355,TORS,2022,8.41,0.43,0.97,0.327,0.91,0.61,0.303,12.3,47.0,8.0,,0.5,1.57,0.01,5.17,3.74,0.065,-0.19,0.287,3819.0,1.23,1.04,3.61,0.09,0.08,0.94,11.5,3.9,27.6,8.7,6.3,3.77,4.06,0.15,0.34,1.07,-0.2,0.0,7.0,0.32230099999999995,0.6879040000000001,0.7581634017977982,0.328,-0.01752771686821675
356,TORS,2023,9.32,0.454,0.97,0.388,0.927,0.827,0.143,3.6,0.0,8.86,,0.5,1.76,0.0,5.4,4.0,0.065,-0.2,0.664,3819.0,2.79,2.59,3.87,0.1,0.04,1.01,10.4,4.2,5.6,9.7,7.2,7.18,19.5,0.3,0.72,2.67,-0.2,0.0,9.0,0.6879040000000001,0.5952379999999999,-0.14468796774676868,0.32230099999999995,0.7581634017977982
357,TORS,2024,9.97,0.325,0.86,0.22,0.777,0.957,-0.138,3.7,42.0,9.62,,0.5,1.9,0.0,5.69,4.1,0.135,0.12,0.574,3819.0,2.45,2.57,3.97,0.06,-0.04,1.04,8.6,2.2,-6.3,5.4,3.9,11.1,-17.7,0.25,0.62,2.98,0.14,0.0,10.0,0.5952379999999999,0.658,0.1002436057583607,0.6879040000000001,-0.14468796774676868
358,MRKU,2022,89.2,6.23,14.7,4.28,14.1,12.8,1.56,12.2,49.0,84.7,,8.3,18.2,2.16,107.0,51.2,23.7,18.8,0.196,87431.0,17.1,35.9,48.8,0.05,0.02,0.56,16.5,4.8,9.1,8.4,4.0,4.0,11.0,0.19,0.35,2.44,1.28,0.0,14.0,0.219912,0.421316,0.6501556796209232,0.20292000000000002,0.08041565363253239
359,MRKU,2023,106.1,14.5,23.0,11.9,23.2,21.2,2.12,14.8,40.0,93.2,,8.2,21.2,1.9,123.1,64.4,24.1,20.7,0.367,87431.0,32.1,52.8,61.8,0.14,0.02,0.71,21.6,11.2,6.6,18.4,9.6,2.71,15.1,0.3,0.52,2.3,0.9,0.0,20.0,0.421316,0.420024,-0.0030712934499790272,0.219912,0.6501556796209232
360,MRKU,2024,115.3,15.9,30.5,12.4,21.8,19.9,3.17,22.1,53.0,102.1,,8.9,22.5,2.61,137.9,69.0,29.0,21.5,0.344,87431.0,30.0,51.6,67.0,0.14,0.04,0.77,26.5,10.8,10.6,18.0,9.0,2.42,9.48,0.26,0.45,1.69,0.7,0.0,17.0,0.420024,0.482,0.13763226154863428,0.421316,-0.0030712934499790272
361,MRKC,2021,108.1,10.1,23.0,4.37,21.0,16.0,3.83,8.1,33.0,97.8,,12.5,23.2,2.8,130.3,50.2,49.0,45.6,0.415,42218.0,17.5,63.1,47.9,0.1,0.09,1.13,21.3,4.0,21.9,8.7,3.4,4.01,4.57,0.16,0.37,2.75,1.98,0.0,15.0,0.448615,0.36429799999999996,-0.20819284486910652,0.43536600000000003,0.029978002249894775
362,MRKC,2022,114.6,11.9,24.7,4.91,23.9,14.5,9.36,14.2,39.0,104.6,,12.6,24.4,3.82,139.8,52.4,46.1,37.0,0.319,42218.0,13.5,50.5,50.0,0.12,0.22,1.18,21.5,4.3,69.5,9.4,3.5,2.74,1.44,0.12,0.27,2.05,1.5,0.0,13.0,0.36429799999999996,0.6283160000000001,0.5450710106079357,0.448615,-0.20819284486910652
363,MRKC,2023,128.5,13.8,24.8,7.92,24.1,20.1,3.25,11.8,35.0,115.4,,12.4,28.5,3.97,148.8,60.2,45.4,35.0,0.562,42218.0,23.7,58.7,57.0,0.19,0.08,1.35,19.3,6.2,13.7,13.2,5.3,3.0,7.31,0.18,0.42,2.37,1.41,0.0,16.0,0.6283160000000001,0.5458759999999999,-0.1406513809013243,0.36429799999999996,0.5450710106079357
364,MRKP,2022,114.0,16.6,27.9,11.0,28.9,17.9,10.8,13.0,33.0,98.4,,10.7,20.1,2.94,151.8,73.3,32.4,22.0,0.248,112698.0,27.9,50.0,72.6,0.1,0.1,0.64,24.4,9.7,38.5,15.1,7.3,2.53,2.6,0.25,0.39,1.79,0.79,0.0,16.0,0.28024,0.349875,0.22192956894638627,0.258951,0.07900752427741502
365,MRKP,2023,132.0,21.1,34.8,14.0,35.5,27.1,8.68,12.5,31.0,112.5,,12.0,23.0,3.37,168.2,87.3,32.4,15.5,0.311,112698.0,35.0,50.6,85.6,0.12,0.08,0.76,26.4,10.6,24.8,16.1,8.3,2.5,4.04,0.27,0.41,1.45,0.45,0.0,20.0,0.349875,0.39616999999999997,0.12426746422830962,0.28024,0.22192956894638627
366,MRKP,2024,143.6,21.7,42.3,16.4,34.4,25.5,11.3,14.5,34.0,122.5,,13.2,25.7,5.31,187.5,99.7,31.8,10.5,0.346,112699.0,38.9,49.4,97.9,0.15,0.1,0.87,29.4,11.4,28.9,16.5,8.8,2.37,3.46,0.27,0.4,1.17,0.25,0.0,18.0,0.39616999999999997,0.549,0.3262550294456036,0.349875,0.12426746422830962
367,MRKY,2022,44.1,3.03,6.08,0.34,6.48,5.27,1.28,0.0,0.0,41.7,,2.4,12.2,2.6,51.8,-0.48,23.3,21.7,0.033,151641.0,5.02,26.7,-0.68,0.0,0.01,0.0,13.8,0.8,25.5,-70.8,0.7,14.8,3.92,0.11,-7.38,4.39,3.56,0.0,12.0,0.033,0.066,0.6931471805599453,0.045,-0.31015492830383945
368,MRKY,2023,51.0,6.07,8.68,3.01,7.7,5.42,2.39,0.0,0.0,46.4,,2.5,13.5,2.44,49.8,2.59,23.5,19.5,0.066,151641.0,9.93,29.4,2.39,0.02,0.02,0.02,17.0,5.9,24.1,116.2,6.0,3.3,4.16,0.19,4.16,3.39,2.25,0.0,11.0,0.066,0.058,-0.12921173148000623,0.033,0.6931471805599453
369,MRKY,2024,56.4,11.7,8.2,6.13,2.78,6.02,-3.03,0.0,0.0,52.0,,2.7,14.8,3.6,55.4,8.73,25.1,22.6,0.058,151641.0,8.86,31.4,8.53,0.04,-0.02,0.06,14.5,10.9,-34.2,70.2,11.1,1.45,-2.93,0.16,1.04,3.83,2.75,0.0,11.0,0.058,0.081,0.3340061441260194,0.066,-0.12921173148000623
370,RTKM,2022,627.1,96.2,248.0,31.0,141.0,116.9,22.9,9.7,61.0,530.8,,149.1,151.4,51.6,1125.0,200.0,449.0,396.7,56.0,3283.0,195.5,592.2,47.6,9.45,6.96,14.5,39.6,4.9,12.4,15.5,2.8,6.3,8.55,0.31,4.11,2.39,1.6,0.0,19.0,61.432,74.3787,0.1912387384993252,91.73440000000001,-0.40096657320220974
371,RTKM,2023,707.8,119.3,283.2,34.4,171.4,147.2,20.8,8.9,62.0,588.5,,157.5,175.9,49.4,1244.0,222.0,487.9,443.3,68.3,3283.0,237.5,680.8,41.8,10.5,6.33,12.7,40.0,4.9,9.3,15.5,2.8,6.9,11.4,0.34,5.68,2.4,1.57,0.0,21.0,74.3787,68.4978,-0.08236798256346436,61.432,0.1912387384993252
372,RTKM,2024,780.0,124.4,302.5,15.2,199.5,178.8,13.1,4.1,67.0,655.6,,172.3,198.7,84.3,1381.0,219.0,571.8,525.4,65.8,3283.0,227.7,753.1,3.9,4.64,3.99,1.19,38.8,2.0,6.1,7.0,1.1,15.0,17.4,0.29,58.4,2.49,1.74,0.0,23.0,68.4978,64.0,-0.06791854460443145,74.3787,-0.08236798256346436
373,RAGR,2022,237.0,13.6,37.3,22.3,3.4,12.6,-7.1,0.0,0.0,24.9,189.9,14.2,19.6,7.87,420.8,111.1,233.8,212.9,661.0,136.7,90.3,303.2,107.5,163.2,-52.0,786.3,15.7,9.4,-7.9,20.1,5.3,4.05,-12.7,0.38,0.84,8.13,5.71,0.0,5.0,661.0,1350.0,0.7141060315807888,1302.092,-0.6779736409427646
374,RAGR,2023,276.1,46.8,56.3,34.4,33.6,18.8,11.8,0.0,0.0,31.0,204.5,16.5,25.4,7.17,394.6,174.6,128.0,103.1,1350.0,136.7,184.4,287.5,163.0,251.7,86.3,1193.0,20.4,12.5,6.4,19.7,8.7,5.36,15.6,0.67,1.13,5.11,1.83,0.0,7.0,1350.0,154.5,-2.167665775094675,661.0,0.7141060315807888
375,RAGR,2024,340.1,47.4,53.0,36.1,15.2,29.6,-9.38,0.0,0.0,43.9,259.2,14.6,34.3,9.55,508.8,221.0,161.0,127.7,154.5,958.7,148.1,275.8,208.6,37.7,-9.78,217.6,15.6,10.6,-6.3,16.3,7.1,4.1,-15.8,0.44,0.71,5.2,2.41,0.0,9.0,154.5,111.7,-0.324377390262645,1350.0,-2.167665775094675
376,RUAL,2022,957.9,90.2,139.0,49.7,-28.2,84.9,-23.0,3.0,37.0,129.4,738.3,34.5,81.2,29.3,1410.0,865.7,665.2,440.4,40.1,15193.0,609.5,1050.0,682.4,3.27,-1.51,44.9,14.5,5.2,-3.8,5.7,3.5,12.3,-26.5,0.64,0.89,7.55,3.17,0.0,9.0,41.303000000000004,34.0,-0.1945746119379066,73.8,-0.5804235950523587
377,RUAL,2023,1041.0,-6.7,67.0,6.2,150.0,90.0,31.9,0.0,0.0,157.5,890.4,46.0,56.9,36.0,1592.0,988.0,705.5,518.3,34.0,15193.0,516.5,1035.0,778.4,0.41,2.1,51.2,6.4,0.6,6.2,0.6,0.4,83.3,16.2,0.5,0.66,15.4,7.74,0.0,9.0,34.0,36.8,0.07913732055872379,41.303000000000004,-0.1945746119379066
378,RUAL,2024,1101.0,33.5,136.1,65.4,44.0,124.5,-114.9,0.0,0.0,140.6,843.9,49.0,101.0,38.0,2023.0,1022.0,721.5,584.5,36.8,15193.0,558.3,1143.0,821.4,4.31,-7.56,54.1,12.4,5.9,-20.6,6.4,3.2,8.53,-4.86,0.51,0.68,8.4,4.29,0.0,11.0,36.8,33.9,-0.08208283078848062,34.0,0.07913732055872379
379,HYDR,2022,418.6,37.8,91.6,44.7,66.2,112.1,-56.8,6.6,50.0,408.7,,31.6,93.7,16.6,993.4,613.6,221.8,180.6,0.761,444793.0,338.3,518.8,613.6,0.1,-0.13,1.38,21.9,10.7,-16.8,7.3,4.5,7.57,-5.96,0.81,0.55,5.66,1.97,0.0,27.0,0.811226,0.712,-0.13046877219336292,0.795424,0.01967137778934796
380,HYDR,2023,510.3,96.0,131.5,78.6,103.1,192.7,-115.7,0.0,0.0,473.9,,34.8,107.1,25.9,1164.0,630.3,356.5,321.8,0.712,444793.0,316.7,638.5,630.3,0.18,-0.26,1.42,25.8,15.4,-36.5,12.5,6.8,4.03,-2.74,0.62,0.5,4.86,2.45,0.0,38.0,0.712,0.516,-0.32197114593041287,0.811226,-0.13046877219336292
381,HYDR,2024,579.8,111.2,150.8,67.4,117.2,199.3,-144.0,0.0,0.0,531.7,,39.5,121.0,34.9,1366.0,578.3,567.5,476.2,0.516,444793.0,229.7,705.9,578.3,0.15,-0.32,1.3,26.0,11.6,-62.7,11.7,4.9,3.41,-1.6,0.4,0.4,4.68,3.16,0.0,34.0,0.516,0.417,-0.2130205436827613,0.712,-0.32197114593041287
382,ROLO,2022,6.0,0.047,1.38,-0.28,2.37,2.47,-0.111,0.0,0.0,1.6,4.35,0.8,2.08,0.363,20.6,6.42,5.35,5.16,7.37,3000.0,22.1,27.3,6.42,-0.09,-0.04,2.14,23.0,-4.7,-0.5,-4.4,-1.4,-79.0,-199.2,3.69,3.44,19.8,3.74,0.0,41.0,7.37,1.23,-1.790403536816919,8.16,-0.1018264627747704
383,ROLO,2023,6.28,-1.06,1.34,-1.03,4.64,3.67,0.82,0.0,0.0,2.08,5.26,1.5,2.07,0.205,24.7,4.79,6.09,5.11,1.23,30000.0,36.9,42.0,4.79,-0.03,0.03,0.16,21.3,-16.4,2.2,-21.5,-4.2,-35.8,44.9,5.87,7.69,31.3,3.81,0.0,58.0,1.23,0.579,-0.753466970793468,7.37,-1.790403536816919
384,ROLO,2024,7.46,-2.84,0.692,-2.37,-2.93,4.0,-7.06,0.0,0.0,3.81,6.49,1.4,3.04,1.28,34.6,6.29,13.0,12.5,0.579,30000.0,17.4,29.9,6.29,-0.08,-0.24,0.21,9.3,-31.8,-40.6,-37.7,-6.9,-7.33,-2.46,2.33,2.77,43.2,18.1,0.0,54.0,0.579,0.517,-0.11325960306456596,1.23,-0.753466970793468
385,RNFT,2022,290.9,34.0,54.0,20.5,42.1,27.0,3.14,0.0,52.0,23.7,233.2,15.1,2.8,6.4,282.4,81.4,77.3,75.2,81.3,294.1,23.9,99.1,81.4,69.5,10.7,276.8,18.6,7.0,13.1,25.1,7.2,1.17,7.62,0.08,0.29,1.84,1.39,0.0,9.0,81.3,132.3,0.4869260545671452,153.4,-0.6349028723793909
386,RNFT,2023,238.7,24.4,40.5,20.4,60.6,22.1,29.2,0.0,0.0,42.1,172.2,16.1,11.0,10.6,320.7,91.8,82.0,72.3,132.3,294.1,38.9,111.2,81.9,69.5,99.1,278.3,17.0,8.6,74.9,22.3,6.4,1.9,1.33,0.16,0.48,2.75,1.78,0.0,9.0,132.3,117.7,-0.11693305685467904,81.3,0.4869260545671452
